,brand,name,price,spec_rating,processor,CPU,Ram,Ram_type,ROM,ROM_type,GPU,display_size,resolution_width,resolution_height,OS,warranty
962,AXL,Vayu Book LAP01 Laptop,12990,,Intel Celeron  N4020,"Dual Core, 2 Threads",4GB,DDR4,128GB,SSD,Intel Integrated UHD Graphics,14.1,1920,1080,Windows 11 OS,1
963,AXL,Vayu Book LAP02 Laptop,15990,,Intel Celeron  N4020,"Dual Core, 2 Threads",4GB,DDR4,256GB,SSD,Intel Integrated UHD Graphics,15.6,1920,1080,Windows 11 OS,1
964,MSI,Modern 14 C12M-444IN Laptop,36990,62.0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",16GB,DDR4,512GB,SSD,Intel Integrated UHD,14,1920,1080,Windows 11 OS,1
965,Asus,Vivobook 14X 90NB11H2-M004D0 Laptop,63990,69.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050,14,1920,1200,Windows 11 OS,1
966,Lenovo,S14 82TW0019IH Laptop,45990,,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Integrated Intel UHD Graphics,14,1920,1080,Windows 11 OS,1
967,Lenovo,V15 G2 ALC 82KDA01YIH Laptop,34990,,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Radeon AMD,15.6,1920,1080,DOS OS,1
968,Lenovo,ThinkBook 15 G3 ACL 21A4A08VIH Laptop,41490,,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Radeon AMD,15.6,1920,1080,Windows 11 OS,1
969,Asus,Vivobook Pro 15 M6500QF-HN741WS  Laptop,64990,64.0,5th Gen AMD Ryzen 7 5800H,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920,1080,Windows 11 OS,1
970,HP,Victus 16 7K4J6PAACJ Laptop,57990,70.0,11th Gen Intel Core i5 11400H ,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce GTX 1650 ,16.1,1920,1080,Windows 11 OS,1
971,Acer,Aspire 7 A715-76G UN.QMESI.003 Gaming Laptop,54990,69.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce GTX 1650,15.6,1920,1080,Windows 11 OS,1
972,Dell,Alienware x14 R2 Gaming Laptop,208990,72.0,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",16GB,LPDDR5,1TB,SSD,6GB NVIDIA GEFORCE RTX 4050,14,2560,1600,Windows 11 OS,1
973,Asus,Vivobook S15 OLED 2023 S5504VA-MA554WS Laptop,91560,66.0,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,1TB,SSD,Intel Integrated Iris Xe,15.6,2880,1620,Windows 11 OS,1
974,Lenovo,Thinkpad E14 20TA00J2IG Laptop,74000,64.0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",16GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,14,1920,1080,Windows 11 OS,3
975,Lenovo,V15 G3 Laptop,51999,,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,15.6,1920,1080,Windows 11 OS,1
976,Lenovo,V15 G3 ‎‎82C7007SGE Laptop,31990,,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Graphics,15.6,1920,1080,Windows 11 OS,1
977,Lenovo,IdeaPad 3 15ITL6 82H803HLIN Laptop,32490,,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,256GB,SSD,Intel Integrated UHD,15.6,1920,1080,Windows 11 OS,1
978,Lenovo,IdeaPad 5 15ITL05 82FG01UUIN Laptop,74888,64.0,Intel Core i7,"Quad Core, 8 Threads",16GB,DDR4,512GB,SSD,2GB NVIDIA GeForce MX450,15.6,1920,1080,Windows 11 OS,1
979,HP,Victus 16-d0302TX Gaming Laptop,66500,71.0,11th Gen Intel Core i5 11400H ,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce GTX 1650,16.1,1920,1080,Windows 11 OS,1
980,Dell,‎G16-7630 2023 Gaming Laptop,156799,78.0,13th Gen Intel Core i7 13650HX,14 Cores (6P + 8E),16GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4060,16,2560,1600,Windows 11 OS,1
981,Dell,2023 ‎G16-7630 Gaming Laptop,166899,82.0,13th Gen Intel Core i7 13650HX,14 Cores (6P + 8E),32GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4060,16,2560,1600,Windows 11 OS,1
982,Dell,Inspiron 7430 IC7430FD64T001ORS1 Laptop,89990,,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR5,512GB,SSD,Intel Iris Xe Graphics,14,1920,1200,Windows 11 OS,1
983,HP,Omen 17-cm2003TX Gaming Laptop,171499,79.0,13th Gen Intel 7 13700HX ,"16 Cores (8P + 8E), 24 Threads",16GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4060,17.3,2560,1440,Windows 11 OS,1
984,HP,14s-dr3003TU 832T7PA Laptop,29999,,Intel Pentium Silver N6000,"Quad Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,14,1366,768,Windows 11 OS,1
985,Lenovo,IdeaPad 3 15ITL6 82H8038WIN Laptop,35998,,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,15.6,1920,1080,Windows 11 OS,2
986,Dell,Inspiron 15 3530 Laptop,44989,,13th Gen Intel Core i3 1305U,"5 Cores (1P + 4E), 6 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,15.6,1920,1080,Windows 11 OS,1
987,Acer,Aspire 3 A315-59 NX.K6TSI.00C Laptop,34990,,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe Graphics ,15.6,1920,1080,Windows 11 OS,1
988,Infinix,INBook X2 Slim Series XL23 Laptop,48990,60.0,11th Gen Intel Core i7 1195G7,"Quad Core, 8 Threads",16GB,LPDDR4X,512GB,SSD,Intel Integrated Iris Xe,14,1920,1080,Windows 11 OS,1
989,Dell,Inspiron 7430 IC7430PXXWC001ORS1 Laptop,72990,,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8GB,LPDDR5,512GB,SSD,Intel Iris Xe Graphics,14,1920,1200,Windows 11 OS,1
991,Dell,Inspiron 5430 IN54308TR2G001ORS1 Laptop,71570,,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR5,512GB,SSD,Intel Iris Xe Graphics,14,1920,1080,Windows 11 OS,1
992,HP,Victus 15-fb0137AX Gaming Laptop,74990,67.0,5th Gen AMD Ryzen 7 5800H,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,1
993,Asus,Eeebook 15 E510MA-EJ011WS Laptop,25990,,Intel Celeron N4020,"Dual Core, 2 Threads",8GB,DDR4,256GB,SSD,Intel UHD Integrated,15.6,1920,1080,Windows 11 OS,1
994,HP,ProBook 445 G8 7K2J8PA Business Laptop,46490,63.0,5th Gen AMD Ryzen 7 5800U,"Octa Core, 16 Threads",8GB,DDR4,512GB,SSD,AMD Radeon,14,1920,1080,DOS OS,1
995,Dell,Inspiron 5430 IN5430YXVW9M01ORS1 Laptop,64590,,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8GB,LPDDR5,512GB,SSD,Intel Iris Xe Graphics,14,1920,1080,Windows 11 OS,1
996,Dell,Inspiron 3530 IN3530NM1NN001ORS1 Laptop,63990,,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,15.6,1920,1080,Windows 11 OS,1
997,MSI,Creator Z17 HX Studio A13V Laptop,247999,,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",32GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4070,17,2560,1600,Windows 11 OS,3
998,Dell,Inspiron 7630 IC7630GHHRH001ORS1 2 in 1 Laptop,93990,66.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8GB,LPDDR5,512GB,SSD,Intel Iris Xe Graphics,16,1920,1200,Windows 11 OS,1
999,HP,Victus 15-fb0131AX Gaming Laptop,51990,65.0,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB AMD Radeon RX 5600M ,15.6,1920,1080,Windows 11 OS,1
1000,Asus,Vivobook 16 2023 M1605YA-MB521WS Laptop,47990,63.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Radeon AMD,16,1920,1200,Windows 11 OS,1
1001,Lenovo,V14 G3 82TSA01KIH Laptop,34390,,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,14,1920,1080,DOS OS,1
1002,Acer,Aspire 7 A715-76G NH.QMESI.003 Gaming Laptop,50990,65.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce GTX 1650,15.6,1920,1080,Windows 11 OS,1
1003,HP,15s-fq3071TU Laptop,28490,,Intel Celeron  N4500,"Dual Core, 2 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD Graphics,15,1366,768,Windows 11  OS,1
1004,MSI,Katana 15 B12UDXK-1017IN Gaming Laptop,79990,75.0,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",8GB,DDR5,512GB,SSD,6GB NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,2
1005,MSI,Katana 15 B12UDXK-1019IN Gaming Laptop,79990,75.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB,DDR5,1TB,SSD,6GB NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,2
1006,Acer,One 14 Z2-493 Business Laptop,29990,,3rd Gen AMD Ryzen 5 3500U,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Radeon Graphics,14,1366,768,Windows 11 OS,1
1007,HP,Victus 15-fb0135AX Gaming Laptop,59990,64.0,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,1
1008,Acer,Swift Edge 16 2023 Laptop,107399,,7th Gen AMD Ryzen 7040 Series 040,"Octa Core, 16 Threads",16GB,LPDDR5,1TB,SSD,AMD Radeon AMD,16,3840,2400,Windows 11 OS,1
1009,Dell,G15-5530 Gaming 2023 Laptop,129199,76.0,13th Gen Intel Core i7 13650HX,14 Cores (6P + 8E),16GB,DDR5,512GB,SSD,8GB NVIDIA GeForce RTX 4060,15.6,1920,1080,Windows 11 OS,1
1010,Dell,G15-5530 Gaming Laptop,119990,73.0,13th Gen Intel Core i7 13650HX,14 Cores (6P + 8E),16GB,DDR5,512GB,SSD,6GB NVIDIA GeForce RTX 4050,15.6,1920,1080,Windows 11 OS,1
1011,Dell,‎G16-7630 Gaming Laptop,187490,79.0,13th Gen Intel Core i9 13900HX ,"24 Cores (8P + 16E), 32 Threads",16GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4060,16,2560,1600,Windows 11 OS,1
1012,Dell,G15-5530 2023 Gaming Laptop,125699,75.0,13th Gen Intel Core i7 13650HX,14 Cores (6P + 8E),16GB,DDR5,512GB,SSD,6GB NVIDIA GeForce RTX 4050,15.6,1920,1080,Windows 11 OS,1
1013,Acer,Aspire Vero AV14-52P NX.KJTSI.002 Laptop,49990,,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",16GB,LPDDR4X,512GB,SSD,Intel Integrated UHD,14,1920,1080,Windows OS,1
1014,Acer,Aspire 5 A515-58M NX.KHGSI.002 Gaming Laptop,56990,,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR5,512GB,SSD,Intel Integrated Iris Xe,15.6,1920,1080,Windows 11 OS,1
1015,Asus,Vivobook 15X 2023 K3504VAB-NJ321WS Laptop,44990,,13th Gen ‎Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Integrated Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1
1016,Asus,TUF A15 FA577RM-HQ032WS Laptop,110000,71.0,6th Gen AMD Ryzen 7 6800H,"Octa Core, 16 Threads",16GB,DDR,1TB,SSD,6GB NVIDIA GeForce RTX 3060,15.6,2560,1440,Windows 11  OS,1
1017,Asus,ROG Zephyrus G14 2023 GA402XV-N2034WS Gaming Laptop,189990,89.0,7th Gen AMD Ryzen 9 7940HS,"Octa Core, 16 Threads",32GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4060,14,2560,1600,Windows 11 OS,1
1018,Asus,TUF Gaming F15 2023 FX507VU-LP083WS Gaming Laptop,129990,73.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16GB,DDR4,512GB,SSD,6GB NVIDIA GeForce RTX 4050,15.6,1920,1080,Windows 11 OS,1
1019,Asus,TUF Gaming A15 2023 FA577XU-LP041WS Gaming Laptop,131990,84.0,7th Gen AMD Ryzen 9 7940HS,"Octa Core, 16 Threads",16GB,DDR4,1TB,SSD,6GB NVIDIA GeForce RTX 4050,15.6,1920,1080,Windows 11 OS,1
